0.40 0.2
0.40 0.448982
0.751148 0.448982
0.751148 0.285716
0.73935 0.226531
0.71772 0.17551
0.682326 0.128571
0.641032 0.089796
0.597773 0.0612242
0.556479 0.0408161
0.511253 0.0244899
0.466027 0.0122444
0.432599 0.00816254
0.395238 0.00816254
0.355911 0.0142853
0.316584 0.0285706
0.263492 0.0510207
0.212367 0.0836732
0.180905 0.104081
0.147477 0.132653
0.112083 0.167348
0.0806206 0.210203
0.0412936 0.277552
0.0235966 0.334693
0.0078656 0.400001
0 0.457142
0 0.518367
0.0019664 0.571427
0.0117986 0.632652
0.0314616 0.700001
0.0511256 0.751021
0.0766876 0.791837
0.116015 0.844898
0.159275 0.883674
0.228098 0.932655
0.281189 0.955103
0.326415 0.973471
0.375574 0.985716
0.420801 0.99388
0.47262 1
1.13459 1
1.21128 0.99796
1.26044 0.99388
1.30566 0.985716
1.36269 0.963268
1.39415 0.946939
1.41774 0.932655
1.45314 0.904082
1.47477 0.87755
1.49247 0.842858
1.5023 0.806122
1.51016 0.748982
1.5023 0.700001
1.48657 0.667348
1.46297 0.624492
1.42954 0.581632
1.39808 0.548979
1.34892 0.506122
1.30173 0.467346
1.25847 0.438778
1.20538 0.397961
1.13852 0.35102
1.08936 0.318369
1.03824 0.285716
0.941889 0.230613
0.926159 0.253059
0.996939 0.300001
1.0756 0.355101
1.18178 0.434693
1.24077 0.483674
1.2919 0.530611
1.33909 0.579591
1.36859 0.618367
1.38825 0.653061
1.40005 0.689796
1.40201 0.730613
1.40005 0.779593
1.38628 0.82245
1.36072 0.86939
1.32729 0.904082
1.26437 0.940819
1.21914 0.955103
1.16408 0.967348
1.10116 0.972000
0.57221 0.972000
0.534849 0.968
0.483724 0.961224
0.428666 0.946939
0.377541 0.930611
0.338214 0.912247
0.300853 0.889798
0.267425 0.865306
0.23203 0.834695
0.212367 0.808166
0.178939 0.763266
0.161241 0.718369
0.139612 0.661224
0.125847 0.59388
0.119948 0.534695
0.121914 0.47143
0.127814 0.402041
0.137645 0.334693
0.155342 0.273467
0.180905 0.206123
0.212367 0.142858
0.249728 0.0938778
0.292987 0.0612242
0.342146 0.0408161
0.409002 0.0306115
0.467993 0.0367343
0.521085 0.0571424
0.574176 0.0918369
0.61547 0.130612
0.654797 0.177551
0.674461 0.22449
0.68036 0.261224
0.678393 0.306124
0.660696 0.353061
0.631201 0.383673
0.595806 0.40
0.564344 0.40
0.54 0.395
0.52 0.385
0.50 0.375
0.48 0.36
0.46 0.340
0.44 0.31
0.42 0.260
0.40 0.2
-999 -999
0.888793 0.891839
0.888793 0.0122444
0.827836 0.0122444
0.827836 0.657145
0.826803 0.693877
0.823903 0.724489
0.814072 0.763266
0.798341 0.797961
0.768845 0.836734
0.73935 0.861226
0.703956 0.875511
0.650864 0.889798
0.625302 0.893879
0.886827 0.893879
-999 -999
1.23094 0.377553
1.2742 0.334693
1.33516 0.281632
1.40005 0.228572
1.46297 0.179592
1.54162 0.124489
1.61635 0.0755095
1.70483 0.0163262
1.69107 0
1.64584 0.022449
1.57309 0.0530605
1.49247 0.10204
1.42168 0.142858
1.35875 0.183674
1.3037 0.220408
1.26437 0.25102
1.21521 0.287756
1.16408 0.328572
1.23094 0.375509
-999 -999
1.81291 0.995919
1.81291 0.0122444
1.75000 0.0122444
1.75000 0.77551
1.74809 0.830614
1.74219 0.86939
1.72646 0.912247
1.695 0.938776
1.65174 0.963268
1.61241 0.981632
1.56522 0.995919
1.81101 0.995919
